"name","alias_of","tlb","doc_category","doc_opcode","doc_fift","doc_stack","doc_gas","doc_description","","",""
"SETGASLIMIT","","#F801","app_gas","F801","SETGASLIMIT","g - ","26","현재 가스 한도 `g_l`을 최소값인 `g`와 `g_m`으로 설정하고 가스 크레딧 `g_c`을 0으로 초기화합니다. 지금까지 소비된 가스(현재 명령 포함)가 결과 값인 `g_l`을 초과하면, 새로운 가스 한도를 설정하기 전에 (처리되지 않은) 가스 부족 예외가 발생합니다. 인자 `g >= 2^63-1`이 포함된 `SETGASLIMIT`는 `ACCEPT`와 동일하다는 점에 유의하세요.","","",""
"COMMIT","","#F80F","app_gas","F80F","COMMIT","-","26","레지스터 `c4`('영구 데이터')와 `c5`('액션')의 현재 상태를 커밋하여 나중에 예외가 발생하더라도 현재 실행이 저장된 값으로 '성공'한 것으로 간주되도록 합니다.","","",""
"RANDU256","","#F810","app_rnd","F810","RANDU256","- x","26+|c7|+|c1_1|","새로운 의사 랜덤 256비트 부호 없는 _정수_ `x`를 생성합니다. 알고리즘은 다음과 같습니다: `r`이 32바이트 배열로 간주되는 랜덤 시드의 이전 값인 경우(부호 없는 256비트 정수의 빅 엔디안 표현을 구성하여), 그 `sha512(r)`을 계산하고 이 해시의 첫 32바이트는 랜덤 시드의 새 값 `r'`로 저장되고 나머지 32바이트는 다음 랜덤 값 `x`로 반환합니다.","","",""
"RAND","","#F811","app_rnd","F811","RAND","y - z","26+|c7|+|c1_1|","0...y-1`(또는 `y<0`인 경우 `y...-1`) 범위의 새로운 의사 난수 `z`를 생성합니다. 보다 정확하게는 `RAND256U`에서와 같이 부호가 없는 임의의 값 `x`가 생성된 다음 `z:=floor(x*y/2^256)`가 계산됩니다.
RANDU256` `256 MULRSHIFT`에 해당합니다.","","",""
"SETRAND","","#F814","app_rnd","F814","SETRAND","x - ","26+|c7|+|c1_1|","랜덤 시드를 부호 없는 256비트 _정수_ `x`로 설정합니다.","","",""
"ADDRAND","","#F815","app_rnd","F815","ADDRAND
RANDOMIZE","x - ","26","무작위 시드를 두 개의 32바이트 문자열을 연결한 '샤'로 설정하여 부호 없는 256비트 _정수_ `x`를 무작위 시드 `r`에 혼합합니다: 첫 번째는 이전 시드 `r`의 빅 엔디안 표현을, 두 번째는 `x`의 빅 엔디안 표현을 사용합니다.","","",""
"GETPARAM","","#F82 i:uint4","app_config","F82i","[i] GETPARAM"," - x","26","0 <= i <= 15`에 대해 `c7`에 제공된 _Tuple_에서 `i`번째 파라미터를 반환합니다. c7 PUSHCTR` `FIRST` `[i] INDEX`에 해당합니다.
이러한 내부 연산 중 하나가 실패하면 적절한 타입 검사 또는 범위 검사 예외를 던집니다.","","",""
"NOW","GETPARAM","#F823","app_config","F823","NOW"," - x","26","현재 유닉스 시간을 _Integer_로 반환합니다. c7`부터 시작하는 요청된 값을 복구할 수 없는 경우, 적절히 타입 검사 또는 범위 검사 예외를 던집니다.
3 GETPARAM`과 동일합니다.","","",""
"BLOCKLT","GETPARAM","#F824","app_config","F824","BLOCKLT"," - x","26","현재 블록의 시작 논리 시간을 반환합니다.
4 GETPARAM`에 해당합니다.","","",""
"LTIME","GETPARAM","#F825","app_config","F825","LTIME"," - x","26","현재 트랜잭션의 논리적 시간을 반환합니다.
5 GETPARAM`에 해당합니다.","","",""
"RANDSEED","GETPARAM","#F826","app_config","F826","RANDSEED"," - x","26","현재 임의의 시드를 부호 없는 256비트 _Integer_로 반환합니다.
6 GETPARAM`에 해당합니다.","","",""
"BALANCE","GETPARAM","#F827","app_config","F827","BALANCE"," - t","26","스마트 컨트랙트의 남은 잔액을 _Integer_(나노그램 단위의 남은 그램 잔액)와 _Maybe Cell_('추가 통화'의 잔액을 나타내는 32비트 키가 있는 사전)로 구성된 _Tuple_로 반환합니다.
7 GETPARAM`에 해당합니다.
SENDRAWMSG`와 같은 `RAW` 프리미티브는 이 필드를 업데이트하지 않는다는 점에 유의하세요.","","",""
"MYADDR","GETPARAM","#F828","app_config","F828","MYADDR"," - s","26","현재 스마트 컨트랙트의 내부 주소를 `MsgAddressInt`가 포함된 _Slice_로 반환합니다. 필요한 경우 `PARSEMSGADDR` 또는 `REWRITESTDADDR`과 같은 프리미티브를 사용하여 추가로 파싱할 수 있습니다.
8 GETPARAM`에 해당합니다.","","",""
"CONFIGROOT","GETPARAM","#F829","app_config","F829","CONFIGROOT"," - D","26","현재 전역 구성 사전이 있는 _Maybe Cell_ `D`를 반환합니다. 9 GETPARAM `에 해당합니다.","","",""
"CONFIGDICT","","#F830","app_config","F830","CONFIGDICT"," - D 32","26","전역 구성 딕셔너리를 키 길이(32)와 함께 반환합니다.
CONFIGROOT` `32 PUSHINT`에 해당합니다.","","",""
"CONFIGPARAM","","#F832","app_config","F832","CONFIGPARAM","i - c -1 or 0","","정수 인덱스 `i`가 포함된 전역 구성 매개변수의 값을 _셀_ `c`로 반환하고 성공을 나타내는 플래그를 반환합니다.
CONFIGDICT` `DICTIGETREF`와 동일합니다.","","",""
"CONFIGOPTPARAM","","#F833","app_config","F833","CONFIGOPTPARAM","i - c^?","","정수 인덱스 `i`가 있는 전역 구성 매개변수의 값을 _Maybe Cell_ `c^?`로 반환합니다.
CONFIGDICT` `DICTIGETOPTREF`와 동등합니다.","","",""
"GETGLOBVAR","","#F840","app_global","F840","GETGLOBVAR","k - x","26","0 <= k < 255`에 대한 `k`번째 전역 변수를 반환합니다.
c7 PUSHCTR` `SWAP` `INDEXVARQ`에 해당합니다.","","",""
"GETGLOB","","#F85_ k:(## 5) {1 <= k}","app_global","F85_k","[k] GETGLOB"," - x","26","1 <= k <= 31`에 대한 `k`번째 전역 변수를 반환합니다.
c7 PUSHCTR` `[k] INDEXQ`에 해당합니다.","","",""
"SETGLOBVAR","","#F860","app_global","F860","SETGLOBVAR","x k - ","26+|c7’|","0 <= k < 255`에 대해 `x`를 `k`번째 전역 변수에 할당합니다.
c7 PUSHCTR` `ROTREV` `SETINDEXVARQ` `c7 POPCTR`에 해당합니다.","","",""
"SETGLOB","","#F87_ k:(## 5) {1 <= k}","app_global","F87_k","[k] SETGLOB","x - ","26+|c7’|","1 <= k <= 31`의 `k`번째 전역 변수에 `x`를 할당합니다.
c7 PUSHCTR` `SWAP` `k SETINDEXQ` `c7 POPCTR`과 동등합니다.","","",""
"HASHCU","","#F900","app_crypto","F900","HASHCU","c - x","26","셀_ `c`의 표현 해시를 계산하여 256비트 부호 없는 정수 `x`로 반환합니다. 셀 트리로 표현되는 임의의 엔티티의 서명을 서명하고 확인하는 데 유용합니다.","","",""
"HASHSU","","#F901","app_crypto","F901","HASHSU","s - x","526","슬라이스_ `s`의 해시를 계산하여 256비트 부호 없는 정수 `x`로 반환합니다. 결과는 `s`의 데이터와 참조만 포함된 일반 셀을 생성하고 `HASHCU`로 해시를 계산한 경우와 동일합니다.","","",""
"SHA256U","","#F902","app_crypto","F902","SHA256U","s - x","26","슬라이스_ `s`의 데이터 비트 중 `샤`를 계산합니다. s`의 비트 길이가 8로 나눌 수 없는 경우 셀 언더플로 예외가 발생합니다. 해시 값은 256비트 부호 없는 정수 `x`로 반환됩니다.","","",""
"CHKSIGNU","","#F910","app_crypto","F910","CHKSIGNU","h s k - ?","26","공개 키 `k`(256비트 부호 없는 정수로도 표현됨)를 사용하여 해시 `h`(일반적으로 일부 데이터의 해시로 계산되는 256비트 부호 없는 정수)의 Ed25519 서명 `s`를 확인합니다.
서명 `s`는 512비트 이상의 데이터 비트를 포함하는 _슬라이스_여야 하며, 처음 512비트만 사용됩니다. 서명이 유효하면 결과는 `-1`이고, 그렇지 않으면 `0`입니다.
CHKSIGNU`는 `ROT` `NEWC` `256 STU` `ENDC` `ROTREV` `CHKSIGNS`, 즉 첫 번째 인수 `d`가 `h`를 포함하는 256비트 _Slice_로 설정된 `CHKSIGNS`와 동일하다는 것을 주목하세요. 따라서 `h`가 일부 데이터의 해시로 계산되면 이러한 데이터는 `CHKSIGNS` 내에서 두 번째로 발생하는 해싱인 `두 번_해싱됩니다.","","",""
"CHKSIGNS","","#F911","app_crypto","F911","CHKSIGNS","d s k - ?","26","공개 키 `k`를 사용하여 `s`가 `CHKSIGNU`와 유사하게 _Slice_ `d`의 데이터 부분에 대한 유효한 Ed25519 서명인지 확인합니다. 슬라이스_ `d`의 비트 길이가 8로 나눌 수 없는 경우 셀 언더플로 예외를 발생시킵니다. Ed25519 서명의 검증은 표준 검증이며, `Sha`를 사용하여 `d`를 실제로 서명된 256비트 숫자로 줄입니다.","","",""
"CDATASIZEQ","","#F940","app_misc","F940","CDATASIZEQ","c n - x y z -1 or 0","","Cell_ `c`에 루팅된 dag에서 고유 셀 `x`, 데이터 비트 `y`, 셀 참조 `z`의 개수를 재귀적으로 계산하여 동일한 셀의 식별을 고려하여 이 dag가 사용하는 총 저장 공간을 효과적으로 반환합니다. x`, `y`, `z`의 값은 이미 방문한 셀의 방문을 방지하기 위해 방문한 셀 해시의 해시 테이블을 사용하여 이 dag의 깊이 우선 순회를 통해 계산됩니다. 방문한 셀의 총 개수 `x`는 음수가 아닌 _Integer_ `n`을 초과할 수 없으며, 그렇지 않으면 `(n+1)` 번째 셀을 방문하기 전에 계산이 중단되고 0을 반환하여 실패를 나타냅니다. c`가 _Null_이면 `x=y=z=0`을 반환합니다.","","",""
"CDATASIZE","","#F941","app_misc","F941","CDATASIZE","c n - x y z","","실패 시 셀 오버플로 예외(8)를 던지는 `CDATASIZEQ`의 조용하지 않은 버전입니다.","","",""
"SDATASIZEQ","","#F942","app_misc","F942","SDATASIZEQ","s n - x y z -1 or 0","","데이터사이즈`와 비슷하지만, _셀_ 대신 _슬라이스_ `s`를 받습니다. 반환된 `x` 값은 슬라이스 `s` 자체를 포함하는 셀을 고려하지 않지만, `s`의 데이터 비트와 셀 참조는 `y`와 `z`에서 고려됩니다.","","",""
"SDATASIZE","","#F943","app_misc","F943","SDATASIZE","s n - x y z","","실패 시 셀 오버플로 예외(8)를 던지는 `SDATASIZEQ`의 조용하지 않은 버전입니다.","","",""
"LDGRAMS","","#FA00","app_currency","FA00","LDGRAMS
LDVARUINT16","s - x s'","26","Slice_ `s`에서 `Gram` 또는 `VarUInteger 16` 양을 로드(역직렬화)하고, `s`의 나머지 `s'와 함께 양을 _Integer_ `x`로 반환합니다. x`의 예상 직렬화는 4비트 부호 없는 빅엔디안 정수 `l`과 `x`의 `8l`비트 부호 없는 빅엔디안 표현으로 구성됩니다.
순 효과는 대략 `4 LDU` `SWAP` `3 LSHIFT#` `LDUX`와 같습니다.","","",""
"LDVARINT16","","#FA01","app_currency","FA01","LDVARINT16","s - x s'","26","LDVARUINT16`과 유사하지만, _signed_ _Integer_ `x`를 로드합니다.
대략 `4 LDU` `SWAP` `3 LSHIFT#` `LDIX`와 같습니다.","","",""
"STGRAMS","","#FA02","app_currency","FA02","STGRAMS
STVARUINT16","b x - b'","26","0...2^120-1` 범위의 _Integer_ `x`를 _Builder_ `b`에 저장(직렬화)하고 그 결과 _Builder_ `b'`를 반환합니다. x`의 직렬화는 `x<2^(8l)`가 되는 가장 작은 정수 `l>=0`인 4비트 부호 없는 빅엔디안 정수 `l`과 `x`의 `8l` 비트 부호 없는 빅엔디안 표현으로 구성됩니다. x`가 지원되는 범위에 속하지 않으면 범위 검사 예외가 발생합니다.","","",""
"STVARINT16","","#FA03","app_currency","FA03","STVARINT16","b x - b'","26","STVARUINT16`과 유사하지만 `-2^119...2^119-1` 범위의 _signed_ _Integer_ `x`를 직렬화합니다.","","",""
"LDMSGADDR","","#FA40","app_addr","FA40","LDMSGADDR","s - s' s''","26","슬라이스_ `s`에서 유효한 `메시지주소`인 유일한 접두사를 로드하고 이 접두사 `s'`와 `s`의 나머지 `s'`를 슬라이스로 반환합니다.","","",""
"LDMSGADDRQ","","#FA41","app_addr","FA41","LDMSGADDRQ","s - s' s'' -1 or s 0","26","성공하면 추가 `-1`을 푸시하고, 실패하면 원래 `에스`와 0을 푸시하는 조용한 버전의 `LDMSGADDR`입니다.","","",""
"PARSEMSGADDR","","#FA42","app_addr","FA42","PARSEMSGADDR","s - t","26","유효한 `메시지 주소`가 포함된 _Slice_ `s`를 이 `메시지 주소`의 개별 필드가 있는 _Tuple_ `t`로 분해합니다. s`가 유효한 `MsgAddress`가 아닌 경우 셀 역직렬화 예외가 발생합니다.","","",""
"PARSEMSGADDRQ","","#FA43","app_addr","FA43","PARSEMSGADDRQ","s - t -1 or 0","26","조용한 버전의 `PARSEMSGADDR`: 오류 시 예외를 던지는 대신 0을 반환합니다.","","",""
"REWRITESTDADDR","","#FA44","app_addr","FA44","REWRITESTDADDR","s - x y","26","유효한 `MsgAddressInt`(일반적으로 `msg_addr_std`)가 포함된 _Slice_ `s`를 구문 분석하고, `anycast`(있는 경우)에서 주소의 같은 길이 접두사로 다시 쓰기를 적용한 다음, 작업 체인 `x`와 256비트 주소 `y`를 모두 정수로 반환합니다. 주소가 256비트가 아니거나 `s`가 `MsgAddressInt`의 유효한 직렬화가 아닌 경우 셀 역직렬화 예외가 발생합니다.","","",""
"REWRITESTDADDRQ","","#FA45","app_addr","FA45","REWRITESTDADDRQ","s - x y -1 or 0","26","원시 `REWRITESTDADDR`의 조용한 버전입니다.","","",""
"REWRITEVARADDR","","#FA46","app_addr","FA46","REWRITEVARADDR","s - x s'","26","정확히 256비트 길이가 아니더라도 (재작성된) 주소를 _Slice_ `s`로 반환하는 `REWRITESTDADDR`의 변형입니다(`msg_addr_var`로 표시).","","",""
"REWRITEVARADDRQ","","#FA47","app_addr","FA47","REWRITEVARADDRQ","s - x s' -1 or 0","26","원시 `REWRITEVARADDR`의 조용한 버전입니다.","","",""
"SENDRAWMSG","","#FB00","app_actions","FB00","SENDRAWMSG","c x - ","526","셀 `c`_에 포함된 원시 메시지를 전송하며, 여기에는 올바르게 직렬화된 객체 `메시지 X`가 포함되어야 합니다. 단, 소스 주소에 더미 값 `addr_none`(현재 스마트 컨트랙트 주소로 자동 대체)이 허용되고 `ihr_fee`, `fwd_fee`, `created_lt` 및 `created_at` 필드에는 임의의 값(현재 트랜잭션의 작업 단계에서 올바른 값으로 다시 작성)이 있을 수 있다는 예외가 있을 수 있음). 정수 매개변수 `x`에는 플래그가 포함됩니다. 현재 `x=0`은 일반 메시지에 사용되며, `x=128`은 (원래 메시지에 표시된 값 대신) 현재 스마트 컨트랙트의 잔액을 모두 전달해야 하는 메시지에 사용됩니다; 'x=64'는 새 메시지에 처음에 표시된 값에 더해 인바운드 메시지의 남은 값을 모두 전달하는 메시지에 사용되며(비트 0이 설정되지 않은 경우 이 금액에서 가스 요금이 차감됨), `x'=x+1`은 발신자가 전송 수수료를 별도로 지불하고자 함을 의미하고, `x'=x+2`는 액션 단계에서 이 메시지를 처리하는 동안 발생하는 모든 오류는 무시해야 함을 의미합니다. 마지막으로 `x'=x+32`는 결과 잔액이 0이면 현재 계좌를 소멸해야 함을 의미합니다. 이 플래그는 보통 `+128`과 함께 사용됩니다.","","",""
"RAWRESERVE","","#FB02","app_actions","FB02","RAWRESERVE","x y - ","526","계정의 잔액에서 정확히 `x` 나노그램(`y=0`인 경우), 최대 `x` 나노그램(`y=2`인 경우) 또는 `x` 나노그램을 제외한 전량(`y=1` 또는 `y=3`인 경우)을 예약하는 출력 액션을 생성합니다. 이는 대략 `x` 나노그램(또는 `b`가 잔액인 경우 `b-x` 나노그램)을 자신에게 전달하는 아웃바운드 메시지를 생성하는 것과 같으므로 후속 출력 작업에서 잔액보다 더 많은 돈을 쓸 수 없게 됩니다. y`의 비트 `+2`는 지정된 금액을 예약할 수 없는 경우 외부 액션이 실패하지 않고 남은 잔액이 모두 예약됨을 의미합니다. y`의 비트 `+8`은 추가 작업을 수행하기 전에 `x:=-x`를 의미합니다. y`의 비트 `+4`는 다른 확인 및 작업을 수행하기 전에 모든 추가 통화를 포함하여 경상 계좌의 원래 잔액(계산 단계 이전)만큼 `x`가 증가됨을 의미합니다. 현재 `x`는 음수가 아닌 정수여야 하며 `y`는 `0...15` 범위에 있어야 합니다.","","",""
"RAWRESERVEX","","#FB03","app_actions","FB03","RAWRESERVEX","x D y - ","526","RAWRESERVE`와 유사하지만 추가 통화와 함께 사전 `D`(_셀_ 또는 _Null_로 표시)도 허용합니다. 이런 식으로 그램 이외의 통화를 예약할 수 있습니다.","","",""
"SETCODE","","#FB04","app_actions","FB04","SETCODE","c - ","526","이 스마트 컨트랙트 코드를 _셀_ `c`가 지정한 코드로 변경하는 출력 액션을 생성합니다. 이 변경 사항은 스마트 컨트랙트의 현재 실행이 성공적으로 종료된 후에만 적용됩니다.","","",""
"SETLIBCODE","","#FB06","app_actions","FB06","SETLIBCODE","c x - ","526","Cell_ `c`에 주어진 코드로 라이브러리를 추가하거나 제거하여 이 스마트 컨트랙트 라이브러리 컬렉션을 수정하는 출력 액션을 생성합니다. x=0`이면 라이브러리가 이전에 컬렉션에 있었다면 실제로 제거됩니다(그렇지 않은 경우 이 액션은 아무 작업도 수행하지 않습니다). x=1`이면 라이브러리가 프라이빗 라이브러리로 추가되고, `x=2`이면 라이브러리가 퍼블릭 라이브러리로 추가되며(현재 스마트 컨트랙트가 마스터체인에 있는 경우 모든 스마트 컨트랙트가 사용할 수 있게 됨), 이전에 컬렉션에 라이브러리가 있었다면 `x`에 따라 공개/비공개 상태가 변경됩니다. 또한 `x`에 `16`을 추가하여 실패 시 바운스 트랜잭션을 활성화할 수 있습니다. 0...2 (+16 가능)` 이외의 `x` 값은 유효하지 않습니다.","","",""
"CHANGELIB","","#FB07","app_actions","FB07","CHANGELIB","h x - ","526","SETLIBCODE`와 유사하게 출력 액션을 생성하지만, 라이브러리 코드 대신 해시를 부호 없는 256비트 정수 `h`로 받습니다. x!=0`이고 해시가 `h`인 라이브러리가 이 스마트 컨트랙트의 라이브러리 컬렉션에 없는 경우 이 출력 작업은 실패합니다.","","",""
"DEBUG","","#FE nn:(#<= 239)","debug","FEnn","{nn} DEBUG","-","26","`0 <= nn < 240`","","",""
"DEBUGSTR","","#FEF n:(## 4) ssss:((n * 8 + 8) * Bit)","debug","FEFnssss","{string} DEBUGSTR
{string} {x} DEBUGSTRI","-","26","`0 <= n < 16`. SSSS`의 길이는 `n+1` 바이트입니다.
{string}`는 [문자열 리터럴]입니다(https://github.com/Piterden/TON-docs/blob/master/Fift.%20A%20Brief%20Introduction.md#user-content-29-string-literals).
디버그스트립`: `ssss`는 주어진 문자열입니다.
디버그스트립`: `ssss`는 1바이트 정수 `0 <= x <= 255` 뒤에 주어진 문자열입니다.","","",""
"DUMPSTK","DEBUG","#FE00","debug","FE00","DUMPSTK","-","26","스택(최대 상위 255개 값)을 덤프하고 총 스택 깊이를 표시합니다.","","",""
"DUMP","DEBUG","#FE2 i:uint4","debug","FE2i","s[i] DUMP","-","26","s[i]`를 덤프합니다.","","",""
"SETCP","","#FF nn:(#<= 239)","codepage","FFnn","[nn] SETCP","-","26","TVM 코드페이지 `0 <= nn < 240`을 선택합니다. 코드페이지가 지원되지 않으면 잘못된 옵코드 예외가 발생합니다.","","",""
"SETCP0","SETCP","#FF00","codepage","FF00","SETCP0","-","26","이 문서에 설명된 대로 TVM(테스트) 코드페이지 0을 선택합니다.","","",""
"SETCP_SPECIAL","","#FFF z:(## 4) {1 <= z}","codepage","FFFz","[z-16] SETCP","-","26","1 <= z <= 15`에 대해 TVM 코드페이지 `z-16`을 선택합니다. 음수 코드페이지 `-13...-1`은 다른 코드페이지에서 TVM의 실행을 검증하는 데 필요한 제한된 버전의 TVM을 위해 예약되어 있습니다. 네거티브 코드페이지 `-14`는 실험용 코드페이지를 위해 예약되어 있으며, 다른 TVM 구현 간에 반드시 호환되는 것은 아니므로 프로덕션 버전의 TVM에서는 비활성화해야 합니다.","","",""
"SETCPX","","#FFF0","codepage","FFF0","SETCPX","c - ","26","스택 상단에 `-2^15 <= c < 2^15`가 전달된 코드페이지 `c`를 선택합니다.","","",""
"MYCODE","","#F8210","app_config","F8210","MYCODE","- c","26","c7에서 스마트 컨트랙트 코드를 가져옵니다. 10 GETPARAM`에 해당합니다.","","",""
"INCOMINGVALUE","","#F8211","app_config","F8211","INCOMINGVALUE","- t","26","c7에서 들어오는 메시지의 값을 가져옵니다. 11 GETPARAM`에 해당합니다.","","",""
"STORAGEFEES","","#F8212","app_config","F8212","STORAGEFEES","- i","26","c7에서 저장 단계 수수료 값을 가져옵니다. 12 GETPARAM`에 해당합니다.","","",""
"PREVBLOCKSINFOTUPLE","","#F8213","app_config","F8213","PREVBLOCKSINFOTUPLE","- t","26","PrevBlocksInfo: `[last_mc_blocks"," prev_key_block]` from c7. Equivalent to `13 GETPARAM`.","",""
"PREVMCBLOCKS","","#F83400","app_config","F83400","PREVMCBLOCKS","- t","34","c7(매개변수 13)에서 PrevBlocksInfo의 `last_mc_blocks` 부분을 가져옵니다.","","",""
"PREVKEYBLOCK","","#F83401","app_config","F83401","PREVKEYBLOCK","- t","34","c7(매개변수 13)에서 PrevBlocksInfo의 `prev_key_block` 부분을 가져옵니다.","","",""
"GLOBALID","","#F835","app_config","F835","GLOBALID","- i","26","19개 네트워크 구성에서 global_id를 검색합니다.","","",""
"GASCONSUMED","","#F807","app_gas","F807","GASCONSUMED","- g_c","26","지금까지 VM이 소비한 가스(이 명령 포함)를 반환합니다.","","",""
"MULADDDIVMOD","","#A980","arithm_div","A980","MULADDDIVMOD","x y w z - q=floor((xy+w)/z) r=(xy+w)-zq","26","곱셈 수행"," addition"," division"," and modulo in one step. Calculates q as floor((xy+w)/z) and r as (xy+w)-zq."
"MULADDDIVMODR","","#A981","arithm_div","A981","MULADDDIVMODR","x y w z - q=round((xy+w)/z) r=(xy+w)-zq","26","MULADDDIVMOD와 유사하지만 q를 라운드((xy+w)/z)로 계산합니다.","","",""
"MULADDDIVMODC","","#A982","arithm_div","A982","MULADDDIVMODC","x y w z - q=ceil((xy+w)/z) r=(xy+w)-zq","26","MULADDDIVMOD와 유사하지만 q를 ceil((xy+w)/z)로 계산합니다.","","",""
"ADDDIVMOD","","#A900","arithm_div","A900","ADDDIVMOD","x w z - q=floor((x+w)/z) r=(x+w)-zq","26","덧셈 수행"," division"," and modulo in one step. Calculates q as floor((x+w)/z) and r as (x+w)-zq.",""
"ADDDIVMODR","","#A901","arithm_div","A901","ADDDIVMODR","x w z - q=round((x+w)/z) r=(x+w)-zq","26","ADDDIVMOD와 유사하지만 q를 라운드((x+w)/z)로 계산합니다.","","",""
"ADDDIVMODC","","#A902","arithm_div","A902","ADDDIVMODC","x w y - q=ceil((x+w)/z) r=(x+w)-zq","26","ADDDIVMOD와 유사하지만 q를 ceil((x+w)/z)로 계산합니다. 제공된 데이터에 잘못된 스택 설명이 있습니다. 입력 스택에 'y' 대신 'z'가 오타로 추정됩니다.","","",""
"ADDRSHIFTMOD","","#A920","arithm_div","A920","ADDRSHIFTMOD","x w z - q=floor((x+w)/2^z) r=(x+w)-q*2^z","26","덧셈 수행"," right shift"," and modulo in one step. Calculates q as floor((x+w)/2^z) and r as (x+w)-q*2^z.",""
"ADDRSHIFTMODR","","#A921","arithm_div","A921","ADDRSHIFTMODR","x w z - q=round((x+w)/2^z) r=(x+w)-q*2^z","26","ADDRSHIFTMOD와 유사하지만 q를 round((x+w)/2^z)로 계산합니다.","","",""
"ADDRSHIFTMODC","","#A922","arithm_div","A922","ADDRSHIFTMODC","x w z - q=ceil((x+w)/2^z) r=(x+w)-q*2^z","26","ADDRSHIFTMOD와 유사하지만 q를 ceil((x+w)/2^z)로 계산합니다.","","",""
"MULADDRSHIFTMOD","","#A9A0","arithm_div","A9A0","MULADDRSHIFTMOD","x y w z - q=floor((xy+w)/2^z) r=(xy+w)-q*2^z","26","곱셈 결합"," addition"," right shift"," and modulo. Calculates q as floor((xy+w)/2^z) and r as (xy+w)-q*2^z."
"MULADDRSHIFTRMOD","","#A9A1","arithm_div","A9A1","MULADDRSHIFTRMOD","x y w z - q=round((xy+w)/2^z) r=(xy+w)-q*2^z","26","MULADDRSHIFTMOD와 유사하지만 q를 라운드((xy+w)/2^z)로 계산합니다.","","",""
"MULADDRSHIFTCMOD","","#A9A2","arithm_div","A9A2","MULADDRSHIFTCMOD","x y w z - q=ceil((xy+w)/2^z) r=(xy+w)-q*2^z","26","MULADDRSHIFTMOD와 유사하지만 q를 ceil((xy+w)/2^z)로 계산합니다.","","",""
"LSHIFTADDDIVMOD","","#A9D0 tt:uint8","arithm_div","A9D0tt","[tt+1] LSHIFT#ADDDIVMOD","x w z - q=floor((x*2^y+w)/z) r=(x*2^y+w)-zq","34","x에서 왼쪽 시프트 수행"," adds w"," then divides by z"," rounding down for q and calculates remainder r."
"LSHIFTADDDIVMODR","","#A9D1 tt:uint8","arithm_div","A9D1tt","[tt+1] LSHIFT#ADDDIVMODR","x w z - q=round((x*2^y+w)/z) r=(x*2^y+w)-zq","34","LSHIFTADDDIVMOD와 유사하지만 q를 가장 가까운 정수로 반올림합니다.","","",""
"LSHIFTADDDIVMODC","","#A9D2 tt:uint8","arithm_div","A9D2tt","[tt+1] LSHIFT#ADDDIVMODC","x w z - q=ceil((x*2^y+w)/z) r=(x*2^y+w)-zq","34","LSHIFTADDDIVMOD와 유사하지만 q를 가장 가까운 정수로 반올림합니다.","","",""
"HASHEXT_SHA256","","#F90400","app_crypto","F90400","HASHEXT_SHA256","s_1 ... s_n n - h","1/33 gas per byte","슬라이스(또는 빌더) `s_1...s_n`의 연결 해시를 계산하여 반환합니다.","","",""
"HASHEXT_SHA512","","#F90401","app_crypto","F90401","HASHEXT_SHA512","s_1 ... s_n n - h","1/16 gas per byte","슬라이스(또는 빌더) `s_1...s_n`의 연결 해시를 계산하여 반환합니다.","","",""
"HASHEXT_BLAKE2B","","#F90402","app_crypto","F90402","HASHEXT_BLAKE2B","s_1 ... s_n n - h","1/19 gas per byte","슬라이스(또는 빌더) `s_1...s_n`의 연결 해시를 계산하여 반환합니다.","","",""
"HASHEXT_KECCAK256","","#F90403","app_crypto","F90403","HASHEXT_KECCAK256","s_1 ... s_n n - h","1/11 gas per byte","슬라이스(또는 빌더) `s_1...s_n`의 연결 해시를 계산하여 반환합니다.","","",""
"HASHEXT_KECCAK512","","#F90404","app_crypto","F90404","HASHEXT_KECCAK512","s_1 ... s_n n - h","1/19 gas per byte","슬라이스(또는 빌더) `s_1...s_n`의 연결 해시를 계산하여 반환합니다.","","",""
"HASHEXTR_SHA256","","#F90500","app_crypto","F90500","HASHEXTR_SHA256","s_n ... s_1 n - h","1/33 gas per byte","해시텍스트_`와 동일"," but arguments are given in reverse order.","",""
"HASHEXTR_SHA512","","#F90501","app_crypto","F90501","HASHEXTR_SHA512","s_n ... s_1 n - h","1/16 gas per byte","해시텍스트_`와 동일"," but arguments are given in reverse order.","",""
"HASHEXTR_BLAKE2B","","#F90502","app_crypto","F90502","HASHEXTR_BLAKE2B","s_n ... s_1 n - h","1/19 gas per byte","해시텍스트_`와 동일"," but arguments are given in reverse order.","",""
"HASHEXTR_KECCAK256","","#F90503","app_crypto","F90503","HASHEXTR_SHA256","s_n ... s_1 n - h","1/11 gas per byte","해시텍스트_`와 동일"," but arguments are given in reverse order.","",""
"HASHEXTR_KECCAK512","","#F90504","app_crypto","F90504","HASHEXTR_KECCAK512","s_n ... s_1 n - h","1/19 gas per byte","해시텍스트_`와 동일"," but arguments are given in reverse order.","",""
"HASHEXTA_SHA256","","#F90600","app_crypto","F90600","HASHEXTA_SHA256","b s_1 ... s_n n - b'","1/33 gas per byte","결과 해시를 스택에 푸시하는 대신 빌더 `b`에 추가합니다.","","",""
